"","id","ar_typ_","county_1","region","ALAND","AWATER"
"1313","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1314","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"1315","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"1316","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1317","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1318","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1319","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1320","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1321","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1322","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"1323","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"1324","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"1325","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"1326","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"1327","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"1328","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"1329","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"1330","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"1331","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"1332","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"1333","Umatilla-Inner","Inner","Umatilla","Northeast",76231954730,338603126
"1334","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"1335","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1336","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1337","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1338","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"1339","Umatilla-Center","Center","Umatilla","Northeast",76231954730,338603126
"1340","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1341","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"1342","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"1343","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"1344","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"1345","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1346","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"1347","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"1348","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"1349","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"1350","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"1351","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"1352","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"1353","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"1354","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"1355","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"1356","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"1357","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"1358","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"1359","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"1360","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1361","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1362","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1363","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1364","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"1365","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"1366","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"1367","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"1368","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"1369","Coos-Inner","Inner","Coos","Southwest",32846296458,1783626345
"1370","Lincoln-Fringe","Fringe","Lincoln","North Coast",9245287925,1890452492
"1371","Lincoln-Fringe","Fringe","Lincoln","North Coast",9245287925,1890452492
"1372","Morrow-Fringe","Fringe","Morrow","Northeast",76231954730,338603126
"1373","Morrow-Fringe","Fringe","Morrow","Northeast",76231954730,338603126
"1374","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"1375","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"1376","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"1377","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"1378","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"1379","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1380","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1381","Clatsop-Center","Center","Clatsop","North Coast",9245287925,1890452492
"1382","Clatsop-Inner","Inner","Clatsop","North Coast",9245287925,1890452492
"1383","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"1384","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"1385","Columbia-Center","Center","Columbia","North Coast",9245287925,1890452492
"1386","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"1387","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"1388","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"1389","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"1390","Columbia-Inner","Inner","Columbia","North Coast",9245287925,1890452492
"1391","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"1392","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"1393","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"1394","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"1395","Columbia-Inner","Inner","Columbia","North Coast",9245287925,1890452492
"1396","Columbia-Center","Center","Columbia","North Coast",9245287925,1890452492
"1397","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"1398","Columbia-Center","Center","Columbia","North Coast",9245287925,1890452492
"1399","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"1400","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"1401","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"1402","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"1403","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"1404","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"1405","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"1406","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"1407","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"1408","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"1409","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"1410","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"1411","Coos-Outer","Outer","Coos","Southwest",32846296458,1783626345
"1412","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"1413","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"1414","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"1415","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"1416","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"1417","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"1418","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"1419","Columbia-Outer","Outer","Columbia","North Coast",9245287925,1890452492
"1420","Columbia-Outer","Outer","Columbia","North Coast",9245287925,1890452492
"1421","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"1422","Jefferson-Fringe","Fringe","Jefferson","Northeast",76231954730,338603126
"1423","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1424","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"1425","Benton-Inner","Inner","Benton","Willamette Valley",26303551596,535237434
"1426","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"1427","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"1428","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"1429","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"1430","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1431","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1432","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1433","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1434","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1435","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"1436","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1437","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"1438","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"1439","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"1440","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"1441","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1442","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1443","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1444","Clatsop-Outer","Outer","Clatsop","North Coast",9245287925,1890452492
"1445","Clatsop-Center","Center","Clatsop","North Coast",9245287925,1890452492
"1446","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1447","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"1448","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"1449","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"1450","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"1451","Deschutes-Outer","Outer","Deschutes","Deschutes",7815590704,94710204
"1452","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1453","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1454","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1455","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1456","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"1457","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1458","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1459","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"1460","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1461","Deschutes-Outer","Outer","Deschutes","Deschutes",7815590704,94710204
"1462","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1463","Deschutes-Outer","Outer","Deschutes","Deschutes",7815590704,94710204
"1464","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1465","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"1466","Deschutes-Outer","Outer","Deschutes","Deschutes",7815590704,94710204
"1467","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1468","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"1469","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"1470","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"1471","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"1472","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"1473","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"1474","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"1475","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"1476","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1477","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"1478","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1479","Umatilla-Inner","Inner","Umatilla","Northeast",76231954730,338603126
"1480","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"1481","Klamath-Outer","Outer","Klamath","Southeast",88327640728,1422765901
"1482","Klamath-Inner","Inner","Klamath","Southeast",88327640728,1422765901
"1483","Klamath-Inner","Inner","Klamath","Southeast",88327640728,1422765901
"1484","Klamath-Center","Center","Klamath","Southeast",88327640728,1422765901
"1485","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"1486","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"1487","Curry-Fringe","Fringe","Curry","Southwest",32846296458,1783626345
"1488","Clatsop-Center","Center","Clatsop","North Coast",9245287925,1890452492
"1489","Clatsop-Fringe","Fringe","Clatsop","North Coast",9245287925,1890452492
"1490","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"1491","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"1492","Jackson-Center","Center","Jackson","Southwest",32846296458,1783626345
"1493","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1494","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1495","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"1496","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1497","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1498","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1499","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1500","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1501","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1502","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1503","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1504","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1505","Curry-Outer","Outer","Curry","Southwest",32846296458,1783626345
"1506","Curry-Inner","Inner","Curry","Southwest",32846296458,1783626345
"1507","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1508","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1509","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1510","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1511","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1512","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1513","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1514","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1515","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1516","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1517","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1518","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1519","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"1520","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"1521","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"1522","Umatilla-Outer","Outer","Umatilla","Northeast",76231954730,338603126
"1523","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"1524","Umatilla-Outer","Outer","Umatilla","Northeast",76231954730,338603126
"1525","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"1526","Clatsop-Fringe","Fringe","Clatsop","North Coast",9245287925,1890452492
"1527","Wallowa-Outer","Outer","Wallowa","Northeast",76231954730,338603126
"1528","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"1529","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1530","Clatsop-Fringe","Fringe","Clatsop","North Coast",9245287925,1890452492
"1531","Clatsop-Inner","Inner","Clatsop","North Coast",9245287925,1890452492
"1532","Clatsop-Center","Center","Clatsop","North Coast",9245287925,1890452492
"1533","Clatsop-Fringe","Fringe","Clatsop","North Coast",9245287925,1890452492
"1534","Clatsop-Outer","Outer","Clatsop","North Coast",9245287925,1890452492
"1535","Clatsop-Fringe","Fringe","Clatsop","North Coast",9245287925,1890452492
"1536","Umatilla-Center","Center","Umatilla","Northeast",76231954730,338603126
"1537","Lake-Fringe","Fringe","Lake","Southeast",88327640728,1422765901
"1538","Umatilla-Center","Center","Umatilla","Northeast",76231954730,338603126
"1539","Clatsop-Outer","Outer","Clatsop","North Coast",9245287925,1890452492
"1540","Coos-Inner","Inner","Coos","Southwest",32846296458,1783626345
"1541","Clatsop-Fringe","Fringe","Clatsop","North Coast",9245287925,1890452492
"1542","Clatsop-Fringe","Fringe","Clatsop","North Coast",9245287925,1890452492
"1543","Tillamook-Fringe","Fringe","Tillamook","North Coast",9245287925,1890452492
"1544","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1545","Washington-Inner","Inner","Washington","Portland Metro",7837455373,126207074
"1546","Lincoln-Inner","Inner","Lincoln","North Coast",9245287925,1890452492
"1547","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"1548","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1549","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"1550","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1551","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1552","Coos-Inner","Inner","Coos","Southwest",32846296458,1783626345
"1553","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1554","Tillamook-Outer","Outer","Tillamook","North Coast",9245287925,1890452492
"1555","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1556","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1557","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1558","Curry-Outer","Outer","Curry","Southwest",32846296458,1783626345
"1559","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1560","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1561","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1562","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1563","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1564","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1565","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1566","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1567","Washington-Outer","Outer","Washington","Portland Metro",7837455373,126207074
"1568","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"1569","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1570","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1571","Washington-Inner","Inner","Washington","Portland Metro",7837455373,126207074
"1572","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1573","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1574","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"1575","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1576","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1577","Washington-Inner","Inner","Washington","Portland Metro",7837455373,126207074
"1578","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1579","Baker-Inner","Inner","Baker","Northeast",76231954730,338603126
"1580","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1581","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1582","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1583","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1584","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1585","Harney-Outer","Outer","Harney","Southeast",88327640728,1422765901
"1586","Harney-Fringe","Fringe","Harney","Southeast",88327640728,1422765901
"1587","Harney-Outer","Outer","Harney","Southeast",88327640728,1422765901
"1588","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1589","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1590","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1591","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1592","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1593","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1594","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1595","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1596","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1597","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1598","Lincoln-Fringe","Fringe","Lincoln","North Coast",9245287925,1890452492
"1599","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1600","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1601","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1602","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1603","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1604","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1605","Washington-Inner","Inner","Washington","Portland Metro",7837455373,126207074
"1606","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1607","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1608","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1609","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1610","Baker-Inner","Inner","Baker","Northeast",76231954730,338603126
"1611","Baker-Inner","Inner","Baker","Northeast",76231954730,338603126
"1612","Washington-Inner","Inner","Washington","Portland Metro",7837455373,126207074
"1613","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1614","Lake-Fringe","Fringe","Lake","Southeast",88327640728,1422765901
"1615","Lake-Outer","Outer","Lake","Southeast",88327640728,1422765901
"1616","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1617","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1618","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1619","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1620","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"1621","Tillamook-Outer","Outer","Tillamook","North Coast",9245287925,1890452492
"1622","Tillamook-Fringe","Fringe","Tillamook","North Coast",9245287925,1890452492
"1623","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1624","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1625","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1626","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1627","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1628","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1629","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1630","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1631","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1632","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"1633","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"1634","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1635","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1636","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1637","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1638","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1639","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1640","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1641","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"1642","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"1643","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1644","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1645","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"1646","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"1647","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"1648","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"1649","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"1650","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"1651","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"1652","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"1653","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"1654","Umatilla-Inner","Inner","Umatilla","Northeast",76231954730,338603126
"1655","Umatilla-Center","Center","Umatilla","Northeast",76231954730,338603126
"1656","Umatilla-Center","Center","Umatilla","Northeast",76231954730,338603126
"1657","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"1658","Wallowa-Outer","Outer","Wallowa","Northeast",76231954730,338603126
"1659","Wallowa-Outer","Outer","Wallowa","Northeast",76231954730,338603126
"1660","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1661","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1662","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1663","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1664","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1665","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1666","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1667","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1668","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1669","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1670","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1671","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1672","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1673","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1674","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1675","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1676","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1677","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1678","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1679","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1680","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"1681","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1682","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1683","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1684","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1685","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1686","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1687","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1688","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"1689","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
